outlet,author,rating,text,date_posted,date_posted_normalized,review_id
Anytime Fitness,Ride & Destroy,4,"Nice location. After your gym session, got Macdonalds, Starbucks and also 24hrs Mamak shop nearby.",2 years ago,November 2023,ChZDSUhNMG9nS0VJQ0FnSUNSZ3J2aVR3EAE
Anytime Fitness,Chris Kow Yong Han,4,Great place with most of the facilities available couple along with all time favourite for most people - Starbucks & macdonald,2 years ago,November 2023,ChZDSUhNMG9nS0VJQ0FnSUNSZ3R2T1F3EAE
Anytime Fitness,Eric Foo,5,"Great place to hang out with a few food outlets, and the committee is really great, having free movie screening at times.",6 years ago,November 2019,ChdDSUhNMG9nS0VJQ0FnSUNZdDRuY3hnRRAB
Anytime Fitness,Loy Huan Chia,4,"With Macdonald's, a cool new playground, regular movie nights, and many others, it's a great neighbourly hangout!",6 years ago,November 2019,ChZDSUhNMG9nS0VJQ0FnSURVM29DS2VREAE
Anytime Fitness,Lakshmi Krishnan,5,"As i visited this this for the first time , there is a best offer with membership given by them and especially for women they give us best solution to reduce the weight . i really prefer this one as a good service with trainer",2 years ago,November 2023,ChdDSUhNMG9nS0VJQ0FnSURScHZEem13RRAB
Anytime Fitness,Kelvin Ang,4,Great place to relax especially the Starbucks... There's also Subway and McDonalds... Playground for kids to play while adults can relax...,6 years ago,November 2019,ChdDSUhNMG9nS0VJQ0FnSURVa182bnBnRRAB
Anytime Fitness,Chan James,5,Very Good Atmosphere with plentiful of Supermarket. Hawker centre Transportation is also Good . Nice food.,5 years ago,November 2020,ChZDSUhNMG9nS0VJQ0FnSUNDNzdIcFVnEAE
Anytime Fitness,Rifaie Zul,4,"A place to hangout with friends, study, exercise at their Anytime Fitness gym, badminton at the multi purpose hall, basketball at the court and quick grab at MacDonalds, starbucks and others such as Subway. Theres lots of activities too such as Yoga and some dance class. Go check them out!!!",6 years ago,November 2019,ChdDSUhNMG9nS0VJQ0FnSUNJN3B5VnRnRRAB
Anytime Fitness,Baofa Yap,4,"Active Community Club with good YEC Team. Holds regular events here for people. Has a starbucks, Macdonalds and a Lan Shop!",10 years ago,November 2015,ChZDSUhNMG9nS0VJQ0FnSUNRal9yUlRnEAE
Anytime Fitness,Sujon R,5,"Nice Simple CC.
Most of the facilities are mentioned by others.
They have basketball court, badminton court, dance studios, Macs, Starbucks",2 years ago,November 2023,ChdDSUhNMG9nS0VJQ0FnSUQtallpWDh3RRAB
Anytime Fitness,Muhammad Hata,5,The club may be small but it is rarely very crowded. It's very homely and intimate and the friendly and helpful staff are always happy to help you.,7 years ago,November 2018,ChZDSUhNMG9nS0VJQ0FnSURBc3NDSVN3EAE
Anytime Fitness,KW Robin Ong,4,There are few fast food & drinks withing CC. Numerous coffee shops & retailers surrounding.,4 years ago,November 2021,ChdDSUhNMG9nS0VJQ0FnSUNpaTh6M21RRRAB
Anytime Fitness,Edward Tan,5,Fun place for kids and parents. Only need to look out for those on bicycles and smoking outside the cc mac.,4 years ago,November 2021,ChZDSUhNMG9nS0VJQ0FnSUR5aGVtekxREAE
