outlet,author,rating,text,date_posted,date_posted_normalized,review_id
Anytime Fitness City Square Mall,Desmond Ang,5,"Great environment, well equipped and equipment is well maintained.",10 months ago,January 2025,ChZDSUhNMG9nS0VJQ0FnSUR2M1BXVUJBEAE
Anytime Fitness City Square Mall,Ahmad Noor Hakim Abdul Malik,5,"Cleanliness is top notch, equipments are well maintanenced, generally place is well taken care of.",a year ago,November 2024,ChdDSUhNMG9nS0VJQ0FnSUNUd3Vub3hRRRAB
Anytime Fitness City Square Mall,Roshan Azfar,5,good gym with nice equipment and friendly staff as well,a year ago,November 2024,ChdDSUhNMG9nS0VJQ0FnSUQ3bDVpMTFnRRAB
Anytime Fitness City Square Mall,Jun Hao Lee,5,Well equipped and hyped up workout ambience! The staffs are friendly as well!,a year ago,November 2024,ChdDSUhNMG9nS0VJQ0FnSUN6cl91UHBnRRAB
Anytime Fitness City Square Mall,angsty veca,5,"clean environment, good equipments, great music",7 months ago,April 2025,ChdDSUhNMG9nS0VJQ0FnTURJMmJXVHpnRRAB
Anytime Fitness City Square Mall,Suraj Bhabad,5,Best gym,4 months ago,July 2025,Ci9DQUlRQUNvZENodHljRjlvT2xsMGRtdDJaRFpKWjBjd1RtOVBhV3BZTldOc1luYxAB
Anytime Fitness City Square Mall,Rohan Sherikar,5,Nigel at AF was very helpful for doing the body scan and also explained the process and details.,a year ago,November 2024,ChZDSUhNMG9nS0VJQ0FnSUNUZ1lYdVB3EAE
Anytime Fitness City Square Mall,Chevonne Ng,5,Best PT service ever!,5 months ago,June 2025,ChZDSUhNMG9nS0VKLWEwSmJ2bXItMVFnEAE
Anytime Fitness City Square Mall,Afiq Mohamad,5,All the staff here is helpful when u ask any tips on workout.. highly recommended!,a year ago,November 2024,ChdDSUhNMG9nS0VJQ0FnSUM3c3FYZjZnRRAB
Anytime Fitness City Square Mall,Sri Ratnaningrat,5,i am very pleased with the equipments and satisfied with the service !,10 months ago,January 2025,ChdDSUhNMG9nS0VJQ0FnSURmNnFEVjdRRRAB
